m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3187"
"2012-11-01 00:00:00","c#","12234"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13591"
"2012-11-01 00:00:00","javascript","12325"
"2012-11-01 00:00:00","perl","637"
"2012-11-01 00:00:00","php","11740"
"2012-11-01 00:00:00","python","6389"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2129"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2563"
"2012-12-01 00:00:00","c#","10947"
"2012-12-01 00:00:00","c++","5680"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12408"
"2012-12-01 00:00:00","javascript","11733"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11027"
"2012-12-01 00:00:00","python","5746"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12745"
"2013-01-01 00:00:00","c++","6035"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13692"
"2013-01-01 00:00:00","javascript","13779"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12834"
"2013-01-01 00:00:00","python","6562"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2305"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3091"
"2013-02-01 00:00:00","c#","12474"
"2013-02-01 00:00:00","c++","6060"
"2013-02-01 00:00:00","delphi","448"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13672"
"2013-02-01 00:00:00","javascript","13612"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12505"
"2013-02-01 00:00:00","python","6725"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2213"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3437"
"2013-03-01 00:00:00","c#","14224"
"2013-03-01 00:00:00","c++","7172"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15876"
"2013-03-01 00:00:00","javascript","15263"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14061"
"2013-03-01 00:00:00","python","7609"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3523"
"2013-04-01 00:00:00","c#","13864"
"2013-04-01 00:00:00","c++","7108"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16188"
"2013-04-01 00:00:00","javascript","15290"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13358"
"2013-04-01 00:00:00","python","7919"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3188"
"2013-05-01 00:00:00","c#","13435"
"2013-05-01 00:00:00","c++","6817"
"2013-05-01 00:00:00","delphi","534"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15231"
"2013-05-01 00:00:00","javascript","15021"
"2013-05-01 00:00:00","perl","902"
"2013-05-01 00:00:00","php","13036"
"2013-05-01 00:00:00","python","7794"
"2013-05-01 00:00:00","r","1778"
"2013-05-01 00:00:00","ruby","2336"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c","2932"
"2013-06-01 00:00:00","c#","12757"
"2013-06-01 00:00:00","c++","6179"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13889"
"2013-06-01 00:00:00","javascript","14569"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12658"
"2013-06-01 00:00:00","python","7584"
"2013-06-01 00:00:00","r","1774"
"2013-06-01 00:00:00","ruby","2220"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","c","3007"
"2013-07-01 00:00:00","c#","14139"
"2013-07-01 00:00:00","c++","6570"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15140"
"2013-07-01 00:00:00","javascript","16771"
"2013-07-01 00:00:00","perl","951"
"2013-07-01 00:00:00","php","14246"
"2013-07-01 00:00:00","python","8597"
"2013-07-01 00:00:00","r","1963"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3003"
"2013-08-01 00:00:00","c#","13816"
"2013-08-01 00:00:00","c++","6238"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15014"
"2013-08-01 00:00:00","javascript","16794"
"2013-08-01 00:00:00","perl","834"
"2013-08-01 00:00:00","php","14239"
"2013-08-01 00:00:00","python","7931"
"2013-08-01 00:00:00","r","1915"
"2013-08-01 00:00:00","ruby","2477"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3385"
"2013-09-01 00:00:00","c#","13726"
"2013-09-01 00:00:00","c++","6535"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16215"
"2013-09-01 00:00:00","javascript","17647"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14192"
"2013-09-01 00:00:00","python","7947"
"2013-09-01 00:00:00","r","1709"
"2013-09-01 00:00:00","ruby","2386"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","377"
"2013-10-01 00:00:00","c","4230"
"2013-10-01 00:00:00","c#","15160"
"2013-10-01 00:00:00","c++","7953"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18656"
"2013-10-01 00:00:00","javascript","19662"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15257"
"2013-10-01 00:00:00","python","9467"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4275"
"2013-11-01 00:00:00","c#","14543"
"2013-11-01 00:00:00","c++","8106"
"2013-11-01 00:00:00","delphi","461"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18690"
"2013-11-01 00:00:00","javascript","18425"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14801"
"2013-11-01 00:00:00","python","9472"
"2013-11-01 00:00:00","r","2186"
"2013-11-01 00:00:00","ruby","2573"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3495"
"2013-12-01 00:00:00","c#","13591"
"2013-12-01 00:00:00","c++","6991"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17402"
"2013-12-01 00:00:00","javascript","17963"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14373"
"2013-12-01 00:00:00","python","8439"
"2013-12-01 00:00:00","r","1905"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3727"
"2014-01-01 00:00:00","c#","15299"
"2014-01-01 00:00:00","c++","7678"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18617"
"2014-01-01 00:00:00","javascript","21070"
"2014-01-01 00:00:00","perl","810"
"2014-01-01 00:00:00","php","16728"
"2014-01-01 00:00:00","python","9824"
"2014-01-01 00:00:00","r","2345"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3965"
"2014-02-01 00:00:00","c#","15078"
"2014-02-01 00:00:00","c++","7654"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19181"
"2014-02-01 00:00:00","javascript","21084"
"2014-02-01 00:00:00","perl","793"
"2014-02-01 00:00:00","php","16455"
"2014-02-01 00:00:00","python","9878"
"2014-02-01 00:00:00","r","2617"
"2014-02-01 00:00:00","ruby","2597"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4549"
"2014-03-01 00:00:00","c#","16119"
"2014-03-01 00:00:00","c++","8649"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21896"
"2014-03-01 00:00:00","javascript","22569"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18229"
"2014-03-01 00:00:00","python","11400"
"2014-03-01 00:00:00","r","2798"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","3999"
"2014-04-01 00:00:00","c#","15250"
"2014-04-01 00:00:00","c++","8106"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20780"
"2014-04-01 00:00:00","javascript","21335"
"2014-04-01 00:00:00","perl","821"
"2014-04-01 00:00:00","php","17561"
"2014-04-01 00:00:00","python","10731"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","ruby","2742"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3251"
"2014-05-01 00:00:00","c#","13836"
"2014-05-01 00:00:00","c++","6765"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17881"
"2014-05-01 00:00:00","javascript","19688"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14663"
"2014-05-01 00:00:00","python","9217"
"2014-05-01 00:00:00","r","2577"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","267"
"2014-06-01 00:00:00","c","2763"
"2014-06-01 00:00:00","c#","12435"
"2014-06-01 00:00:00","c++","5648"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15848"
"2014-06-01 00:00:00","javascript","18215"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12919"
"2014-06-01 00:00:00","python","8889"
"2014-06-01 00:00:00","r","2397"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2822"
"2014-07-01 00:00:00","c#","13636"
"2014-07-01 00:00:00","c++","6255"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17305"
"2014-07-01 00:00:00","javascript","20050"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14203"
"2014-07-01 00:00:00","python","9898"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","swift","1634"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2670"
"2014-08-01 00:00:00","c#","12455"
"2014-08-01 00:00:00","c++","5865"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15692"
"2014-08-01 00:00:00","javascript","18380"
"2014-08-01 00:00:00","perl","684"
"2014-08-01 00:00:00","php","13137"
"2014-08-01 00:00:00","python","9098"
"2014-08-01 00:00:00","r","2470"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1691"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3227"
"2014-09-01 00:00:00","c#","12298"
"2014-09-01 00:00:00","c++","6171"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16643"
"2014-09-01 00:00:00","javascript","18065"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13306"
"2014-09-01 00:00:00","python","8761"
"2014-09-01 00:00:00","r","2359"
"2014-09-01 00:00:00","ruby","2270"
"2014-09-01 00:00:00","swift","1896"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3798"
"2014-10-01 00:00:00","c#","12532"
"2014-10-01 00:00:00","c++","6828"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17862"
"2014-10-01 00:00:00","javascript","18878"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13553"
"2014-10-01 00:00:00","python","9568"
"2014-10-01 00:00:00","r","2772"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2461"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c","3658"
"2014-11-01 00:00:00","c#","11854"
"2014-11-01 00:00:00","c++","6542"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17806"
"2014-11-01 00:00:00","javascript","17950"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13001"
"2014-11-01 00:00:00","python","9563"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2113"
"2014-11-01 00:00:00","swift","2557"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3149"
"2014-12-01 00:00:00","c#","11065"
"2014-12-01 00:00:00","c++","6073"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16341"
"2014-12-01 00:00:00","javascript","16952"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12316"
"2014-12-01 00:00:00","python","9030"
"2014-12-01 00:00:00","r","2357"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2484"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3205"
"2015-01-01 00:00:00","c#","11736"
"2015-01-01 00:00:00","c++","6126"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16523"
"2015-01-01 00:00:00","javascript","18512"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13591"
"2015-01-01 00:00:00","python","9674"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2426"
"2015-01-01 00:00:00","swift","3048"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3362"
"2015-02-01 00:00:00","c#","11780"
"2015-02-01 00:00:00","c++","6470"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16740"
"2015-02-01 00:00:00","javascript","18653"
"2015-02-01 00:00:00","perl","565"
"2015-02-01 00:00:00","php","13502"
"2015-02-01 00:00:00","python","10194"
"2015-02-01 00:00:00","r","2969"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3235"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3915"
"2015-03-01 00:00:00","c#","13267"
"2015-03-01 00:00:00","c++","7386"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19754"
"2015-03-01 00:00:00","javascript","20529"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14903"
"2015-03-01 00:00:00","python","11597"
"2015-03-01 00:00:00","r","3565"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3591"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3949"
"2015-04-01 00:00:00","c#","13084"
"2015-04-01 00:00:00","c++","7141"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19789"
"2015-04-01 00:00:00","javascript","20898"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14950"
"2015-04-01 00:00:00","python","11441"
"2015-04-01 00:00:00","r","3328"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4015"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3520"
"2015-05-01 00:00:00","c#","13357"
"2015-05-01 00:00:00","c++","6815"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18531"
"2015-05-01 00:00:00","javascript","22140"
"2015-05-01 00:00:00","perl","529"
"2015-05-01 00:00:00","php","14572"
"2015-05-01 00:00:00","python","11208"
"2015-05-01 00:00:00","r","3425"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3795"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13530"
"2015-06-01 00:00:00","c++","6519"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17845"
"2015-06-01 00:00:00","javascript","22612"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14356"
"2015-06-01 00:00:00","python","11801"
"2015-06-01 00:00:00","r","3430"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4323"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14111"
"2015-07-01 00:00:00","c++","6699"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18684"
"2015-07-01 00:00:00","javascript","23964"
"2015-07-01 00:00:00","perl","577"
"2015-07-01 00:00:00","php","15362"
"2015-07-01 00:00:00","python","12315"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13224"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17087"
"2015-08-01 00:00:00","javascript","22159"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14238"
"2015-08-01 00:00:00","python","11223"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","swift","5083"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12914"
"2015-09-01 00:00:00","c++","5910"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16933"
"2015-09-01 00:00:00","javascript","21394"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13498"
"2015-09-01 00:00:00","python","10967"
"2015-09-01 00:00:00","r","3330"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4549"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3677"
"2015-10-01 00:00:00","c#","12790"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18538"
"2015-10-01 00:00:00","javascript","21815"
"2015-10-01 00:00:00","perl","498"
"2015-10-01 00:00:00","php","13903"
"2015-10-01 00:00:00","python","12479"
"2015-10-01 00:00:00","r","3680"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4293"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3612"
"2015-11-01 00:00:00","c#","12375"
"2015-11-01 00:00:00","c++","7083"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","434"
"2015-11-01 00:00:00","java","17764"
"2015-11-01 00:00:00","javascript","21262"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13311"
"2015-11-01 00:00:00","python","12288"
"2015-11-01 00:00:00","r","3539"
"2015-11-01 00:00:00","ruby","1955"
"2015-11-01 00:00:00","swift","4318"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12134"
"2015-12-01 00:00:00","c++","6559"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16538"
"2015-12-01 00:00:00","javascript","21074"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13722"
"2015-12-01 00:00:00","python","11650"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4371"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3044"
"2016-01-01 00:00:00","c#","12355"
"2016-01-01 00:00:00","c++","6097"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16614"
"2016-01-01 00:00:00","javascript","22502"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14564"
"2016-01-01 00:00:00","python","12345"
"2016-01-01 00:00:00","r","3536"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4783"
"2016-02-01 00:00:00","assembly","348"
"2016-02-01 00:00:00","c","3275"
"2016-02-01 00:00:00","c#","12726"
"2016-02-01 00:00:00","c++","6551"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17839"
"2016-02-01 00:00:00","javascript","22468"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14896"
"2016-02-01 00:00:00","python","13243"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13602"
"2016-03-01 00:00:00","c++","7016"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19886"
"2016-03-01 00:00:00","javascript","24084"
"2016-03-01 00:00:00","perl","468"
"2016-03-01 00:00:00","php","15111"
"2016-03-01 00:00:00","python","14055"
"2016-03-01 00:00:00","r","4041"
"2016-03-01 00:00:00","ruby","2257"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3353"
"2016-04-01 00:00:00","c#","13711"
"2016-04-01 00:00:00","c++","6887"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19470"
"2016-04-01 00:00:00","javascript","23442"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14450"
"2016-04-01 00:00:00","python","13643"
"2016-04-01 00:00:00","r","4126"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4747"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2718"
"2016-05-01 00:00:00","c#","13487"
"2016-05-01 00:00:00","c++","6126"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17011"
"2016-05-01 00:00:00","javascript","22979"
"2016-05-01 00:00:00","perl","484"
"2016-05-01 00:00:00","php","14414"
"2016-05-01 00:00:00","python","13097"
"2016-05-01 00:00:00","r","3799"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4412"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13052"
"2016-06-01 00:00:00","c++","5712"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15900"
"2016-06-01 00:00:00","javascript","22137"
"2016-06-01 00:00:00","perl","438"
"2016-06-01 00:00:00","php","13593"
"2016-06-01 00:00:00","python","12902"
"2016-06-01 00:00:00","r","3862"
"2016-06-01 00:00:00","ruby","2108"
"2016-06-01 00:00:00","swift","4790"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11996"
"2016-07-01 00:00:00","c++","5466"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14924"
"2016-07-01 00:00:00","javascript","22196"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12895"
"2016-07-01 00:00:00","python","12817"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1900"
"2016-07-01 00:00:00","swift","4928"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2214"
"2016-08-01 00:00:00","c#","12713"
"2016-08-01 00:00:00","c++","5014"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15170"
"2016-08-01 00:00:00","javascript","22651"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12858"
"2016-08-01 00:00:00","python","12903"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1876"
"2016-08-01 00:00:00","swift","4901"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11095"
"2016-09-01 00:00:00","c++","5139"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14665"
"2016-09-01 00:00:00","javascript","20440"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12120"
"2016-09-01 00:00:00","python","12330"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4855"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3206"
"2016-10-01 00:00:00","c#","11446"
"2016-10-01 00:00:00","c++","5967"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15317"
"2016-10-01 00:00:00","javascript","20436"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12246"
"2016-10-01 00:00:00","python","13498"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4727"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3262"
"2016-11-01 00:00:00","c#","11644"
"2016-11-01 00:00:00","c++","6072"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
